"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"205","95.196659500","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1837/11527, ttl=51 (request in 204)"
"207","96.204637200","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1838/11783, ttl=51 (request in 206)"
"209","97.214766000","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1839/12039, ttl=51 (request in 208)"
"211","98.215799900","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1840/12295, ttl=51 (request in 210)"
"213","99.244707200","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1841/12551, ttl=51 (request in 212)"
"215","100.256522400","110.242.68.66","172.20.10.6","ICMP","126","38 dBm","","","Echo (ping) reply    id=0x0001, seq=1842/12807, ttl=51 (request in 214)"
"217","101.250699800","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1843/13063, ttl=51 (request in 216)"
"219","102.266769700","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1844/13319, ttl=51 (request in 218)"
"221","103.291574500","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1845/13575, ttl=51 (request in 220)"
"223","104.298485800","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1846/13831, ttl=51 (request in 222)"
"225","105.324665200","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1847/14087, ttl=51 (request in 224)"
"227","106.332428300","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1848/14343, ttl=51 (request in 226)"
"229","107.356755700","110.242.68.66","172.20.10.6","ICMP","126","38 dBm","","","Echo (ping) reply    id=0x0001, seq=1849/14599, ttl=51 (request in 228)"
"231","108.364659500","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1850/14855, ttl=51 (request in 230)"
"233","109.381783800","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1851/15111, ttl=51 (request in 232)"
"235","110.396783500","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1852/15367, ttl=51 (request in 234)"
"237","111.404645500","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1853/15623, ttl=51 (request in 236)"
"239","112.428523800","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1854/15879, ttl=51 (request in 238)"
"241","113.436791000","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1855/16135, ttl=51 (request in 240)"
"243","114.448746200","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1856/16391, ttl=51 (request in 242)"
"245","115.443582900","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1857/16647, ttl=51 (request in 244)"
"247","116.446769100","110.242.68.66","172.20.10.6","ICMP","126","38 dBm","","","Echo (ping) reply    id=0x0001, seq=1858/16903, ttl=51 (request in 246)"
"249","117.451778900","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1859/17159, ttl=51 (request in 248)"
"251","118.476929700","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1860/17415, ttl=51 (request in 250)"
"253","119.493947300","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1861/17671, ttl=51 (request in 252)"
"255","120.492638200","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1862/17927, ttl=51 (request in 254)"
"257","121.516946300","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1863/18183, ttl=51 (request in 256)"
"259","122.531926500","110.242.68.66","172.20.10.6","ICMP","126","38 dBm","","","Echo (ping) reply    id=0x0001, seq=1864/18439, ttl=51 (request in 258)"
"261","123.551661500","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1865/18695, ttl=51 (request in 260)"
"263","124.574873700","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1866/18951, ttl=51 (request in 262)"
"265","125.599280900","110.242.68.66","172.20.10.6","ICMP","126","37 dBm","","","Echo (ping) reply    id=0x0001, seq=1867/19207, ttl=51 (request in 264)"
"267","126.587011600","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1868/19463, ttl=51 (request in 266)"
"269","127.597000100","110.242.68.66","172.20.10.6","ICMP","126","38 dBm","","","Echo (ping) reply    id=0x0001, seq=1869/19719, ttl=51 (request in 268)"
"271","128.144533800","46:f2:1b:94:13:64","IntelCor_01:f9:af","ARP","94","38 dBm","","","172.20.10.1 is at 46:f2:1b:94:13:64"
"273","128.604869000","110.242.68.66","172.20.10.6","ICMP","126","38 dBm","","","Echo (ping) reply    id=0x0001, seq=1870/19975, ttl=51 (request in 272)"
"275","129.628949000","110.242.68.66","172.20.10.6","ICMP","126","38 dBm","","","Echo (ping) reply    id=0x0001, seq=1871/20231, ttl=51 (request in 274)"
"277","130.641975400","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1872/20487, ttl=51 (request in 276)"
"279","131.652044700","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1873/20743, ttl=51 (request in 278)"
"281","132.655948100","110.242.68.66","172.20.10.6","ICMP","126","38 dBm","","","Echo (ping) reply    id=0x0001, seq=1874/20999, ttl=51 (request in 280)"
"283","133.689100000","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1875/21255, ttl=51 (request in 282)"
"285","134.672821700","110.242.68.66","172.20.10.6","ICMP","126","38 dBm","","","Echo (ping) reply    id=0x0001, seq=1876/21511, ttl=51 (request in 284)"
"287","135.697127900","110.242.68.66","172.20.10.6","ICMP","126","38 dBm","","","Echo (ping) reply    id=0x0001, seq=1877/21767, ttl=51 (request in 286)"
"289","136.704129700","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1878/22023, ttl=51 (request in 288)"
"291","137.735660900","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1879/22279, ttl=51 (request in 290)"
"293","138.697452300","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1880/22535, ttl=51 (request in 292)"
"295","139.703618300","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1881/22791, ttl=51 (request in 294)"
"297","140.715993300","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1882/23047, ttl=51 (request in 296)"
"299","141.727112600","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1883/23303, ttl=51 (request in 298)"
"301","142.747077500","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1884/23559, ttl=51 (request in 300)"
"303","143.767689000","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1885/23815, ttl=51 (request in 302)"
"305","144.802584100","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1886/24071, ttl=51 (request in 304)"
"307","145.811208200","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1887/24327, ttl=51 (request in 306)"
"309","146.826367000","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1888/24583, ttl=51 (request in 308)"
"311","147.837026800","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1889/24839, ttl=51 (request in 310)"
"313","148.851070400","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1890/25095, ttl=51 (request in 312)"
"315","149.859567000","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1891/25351, ttl=51 (request in 314)"
"317","150.884993500","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1892/25607, ttl=51 (request in 316)"
"319","151.897277400","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1893/25863, ttl=51 (request in 318)"
"321","152.906235400","110.242.68.66","172.20.10.6","ICMP","126","38 dBm","","","Echo (ping) reply    id=0x0001, seq=1894/26119, ttl=51 (request in 320)"
"323","153.926226400","110.242.68.66","172.20.10.6","ICMP","126","38 dBm","","","Echo (ping) reply    id=0x0001, seq=1895/26375, ttl=51 (request in 322)"
"325","154.932990100","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1896/26631, ttl=51 (request in 324)"
"327","155.952219000","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1897/26887, ttl=51 (request in 326)"
"329","156.960254400","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1898/27143, ttl=51 (request in 328)"
"331","157.962837000","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1899/27399, ttl=51 (request in 330)"
"333","158.968918500","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1900/27655, ttl=51 (request in 332)"
"335","159.997256400","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1901/27911, ttl=51 (request in 334)"
"337","160.981253000","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1902/28167, ttl=51 (request in 336)"
"339","161.646851300","46:f2:1b:94:13:64","IntelCor_01:f9:af","ARP","94","39 dBm","","","172.20.10.1 is at 46:f2:1b:94:13:64"
"341","162.003711500","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1903/28423, ttl=51 (request in 340)"
"343","163.004546600","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1904/28679, ttl=51 (request in 342)"
"345","164.022298800","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1905/28935, ttl=51 (request in 344)"
"347","165.045340500","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1906/29191, ttl=51 (request in 346)"
"349","166.046263400","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1907/29447, ttl=51 (request in 348)"
"351","167.072160200","110.242.68.66","172.20.10.6","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=1908/29703, ttl=51 (request in 350)"
