"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"61","9.381227500","52.114.133.60","172.20.10.6","TCP","106","41 dBm","","","443  >  56345 [ACK] Seq=4835 Ack=20401 Win=524800 Len=0"
"62","9.411432300","52.114.133.60","172.20.10.6","TLSv1.2","463","40 dBm","","","Application Data"
"65","9.659095300","52.114.133.60","172.20.10.6","TCP","106","41 dBm","","","443  >  56345 [FIN, ACK] Seq=5192 Ack=20402 Win=524800 Len=0"
"68","10.152450800","112.80.248.75","172.20.10.6","ICMP","126","44 dBm","","","Echo (ping) reply    id=0x0001, seq=469/54529, ttl=53 (request in 67)"
"71","11.157440700","112.80.248.75","172.20.10.6","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=470/54785, ttl=53 (request in 70)"
"74","12.171993400","112.80.248.75","172.20.10.6","ICMP","126","41 dBm","","","Echo (ping) reply    id=0x0001, seq=471/55041, ttl=53 (request in 73)"
"76","13.207525800","112.80.248.75","172.20.10.6","ICMP","126","42 dBm","","","Echo (ping) reply    id=0x0001, seq=472/55297, ttl=53 (request in 75)"
"78","14.221113400","112.80.248.75","172.20.10.6","ICMP","126","37 dBm","","","Echo (ping) reply    id=0x0001, seq=473/55553, ttl=53 (request in 77)"
"79","14.953336600","52.114.6.161","172.20.10.6","TLSv1.2","443","39 dBm","","","Application Data"
"81","15.075941600","52.114.6.161","172.20.10.6","TCP","106","39 dBm","","","443  >  50555 [ACK] Seq=338 Ack=189 Win=2049 Len=0"
"83","15.381769400","112.80.248.75","172.20.10.6","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=474/55809, ttl=53 (request in 82)"
"85","16.233630500","112.80.248.75","172.20.10.6","ICMP","126","37 dBm","","","Echo (ping) reply    id=0x0001, seq=475/56065, ttl=53 (request in 84)"
"87","17.286147400","112.80.248.75","172.20.10.6","ICMP","126","41 dBm","","","Echo (ping) reply    id=0x0001, seq=476/56321, ttl=53 (request in 86)"
"89","18.087326200","104.115.151.81","172.20.10.6","TCP","118","36 dBm","","","443  >  56346 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1400 SACK_PERM=1 WS=128"
"93","18.611551200","112.80.248.75","172.20.10.6","ICMP","126","33 dBm","","","Echo (ping) reply    id=0x0001, seq=477/56577, ttl=53 (request in 92)"
"95","18.689221900","104.115.151.81","172.20.10.6","TLSv1.2","1506","33 dBm","","","Server Hello"
"96","18.689221900","104.115.151.81","172.20.10.6","TCP","1402","33 dBm","","","[TCP Previous segment not captured] 443  >  56346 [PSH, ACK] Seq=2801 Ack=184 Win=64128 Len=1296 [TCP segment of a reassembled PDU] [TCP segment of a reassembled PDU]"
"98","18.691394300","104.115.151.81","172.20.10.6","TCP","1506","33 dBm","","","[TCP Out-Of-Order] 443  >  56346 [PSH, ACK] Seq=1401 Ack=184 Win=64128 Len=1400"
"99","18.691394300","104.115.151.81","172.20.10.6","TCP","106","33 dBm","","","443  >  56346 [ACK] Seq=1 Ack=184 Win=64128 Len=0"
"102","18.693432300","104.115.151.81","172.20.10.6","TLSv1.2","1506","33 dBm","","","Certificate Status [TCP segment of a reassembled PDU]"
"104","18.857502300","104.115.151.81","172.20.10.6","TCP","118","37 dBm","","","[TCP Dup ACK 95#1] 443  >  56346 [ACK] Seq=5497 Ack=184 Win=64128 Len=0 SLE=1 SRE=184"
"105","18.915470200","104.115.151.81","172.20.10.6","TLSv1.2","285","37 dBm","","","Server Key Exchange, Server Hello Done"
"108","19.153983900","104.115.151.81","172.20.10.6","TCP","106","38 dBm","","","443  >  56346 [ACK] Seq=5676 Ack=310 Win=64128 Len=0"
"109","19.159864100","104.115.151.81","172.20.10.6","TLSv1.2","364","37 dBm","","","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"113","19.293712200","112.80.248.75","172.20.10.6","ICMP","126","37 dBm","","","Echo (ping) reply    id=0x0001, seq=478/56833, ttl=53 (request in 112)"
"114","19.406172600","104.115.151.81","172.20.10.6","TCP","106","40 dBm","","","443  >  56346 [ACK] Seq=5934 Ack=596 Win=64128 Len=0"
"115","19.409579100","104.115.151.81","172.20.10.6","TLSv1.2","610","39 dBm","","","Application Data"
"118","19.494009300","202.89.233.101","172.20.10.6","TCP","118","34 dBm","","","443  >  56347 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM=1"
"121","19.579454400","202.89.233.101","172.20.10.6","TCP","106","36 dBm","","","443  >  56347 [ACK] Seq=1 Ack=212 Win=524544 Len=0"
"122","19.582326200","202.89.233.101","172.20.10.6","TCP","1506","36 dBm","","","443  >  56347 [ACK] Seq=1 Ack=212 Win=524544 Len=1400 [TCP segment of a reassembled PDU]"
"124","19.583275000","202.89.233.101","172.20.10.6","TCP","1506","36 dBm","","","443  >  56347 [ACK] Seq=1401 Ack=212 Win=524544 Len=1400 [TCP segment of a reassembled PDU]"
"126","19.585027400","202.89.233.101","172.20.10.6","TCP","1506","36 dBm","","","443  >  56347 [ACK] Seq=2801 Ack=212 Win=524544 Len=1400 [TCP segment of a reassembled PDU]"
"128","19.587089500","202.89.233.101","172.20.10.6","TCP","1506","36 dBm","","","443  >  56347 [ACK] Seq=4201 Ack=212 Win=524544 Len=1400 [TCP segment of a reassembled PDU]"
"129","19.587089500","202.89.233.101","172.20.10.6","TLSv1.2","1405","36 dBm","","","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"132","19.683669100","202.89.233.101","172.20.10.6","TCP","106","34 dBm","","","443  >  56347 [ACK] Seq=6900 Ack=370 Win=524544 Len=0"
"133","19.685699500","202.89.233.101","172.20.10.6","TLSv1.2","157","34 dBm","","","Change Cipher Spec, Encrypted Handshake Message"
"136","19.786744300","202.89.233.101","172.20.10.6","TCP","106","34 dBm","","","443  >  56347 [ACK] Seq=6951 Ack=1290 Win=523520 Len=0"
"137","19.896650400","202.89.233.101","172.20.10.6","TLSv1.2","750","35 dBm","","","Application Data"
"140","19.972016200","202.89.233.101","172.20.10.6","TCP","118","32 dBm","","","443  >  56348 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM=1"
"143","20.039475600","202.89.233.101","172.20.10.6","TCP","106","36 dBm","","","443  >  56348 [ACK] Seq=1 Ack=211 Win=524544 Len=0"
"144","20.041825800","202.89.233.101","172.20.10.6","TCP","1506","36 dBm","","","443  >  56348 [ACK] Seq=1 Ack=211 Win=524544 Len=1400 [TCP segment of a reassembled PDU]"
"145","20.041825800","202.89.233.101","172.20.10.6","TCP","1506","36 dBm","","","443  >  56348 [ACK] Seq=1401 Ack=211 Win=524544 Len=1400 [TCP segment of a reassembled PDU]"
"146","20.041825800","202.89.233.101","172.20.10.6","TCP","1506","36 dBm","","","443  >  56348 [ACK] Seq=2801 Ack=211 Win=524544 Len=1400 [TCP segment of a reassembled PDU]"
"148","20.043138800","202.89.233.101","172.20.10.6","TCP","1506","36 dBm","","","443  >  56348 [ACK] Seq=4201 Ack=211 Win=524544 Len=1400 [TCP segment of a reassembled PDU]"
"149","20.043138800","202.89.233.101","172.20.10.6","TLSv1.2","1405","36 dBm","","","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"152","20.114459000","202.89.233.101","172.20.10.6","TCP","106","31 dBm","","","443  >  56348 [ACK] Seq=6900 Ack=369 Win=524544 Len=0"
"153","20.115448600","202.89.233.101","172.20.10.6","TLSv1.2","157","31 dBm","","","Change Cipher Spec, Encrypted Handshake Message"
"156","20.172497000","202.89.233.101","172.20.10.6","TCP","106","34 dBm","","","443  >  56348 [ACK] Seq=6951 Ack=1307 Win=523520 Len=0"
"157","20.235284800","202.89.233.101","172.20.10.6","TLSv1.2","1044","33 dBm","","","Application Data"
"158","20.235284800","202.89.233.101","172.20.10.6","TCP","1506","33 dBm","","","443  >  56348 [ACK] Seq=7889 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"160","20.237932300","202.89.233.101","172.20.10.6","TCP","1506","33 dBm","","","443  >  56348 [ACK] Seq=9289 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"161","20.237932300","202.89.233.101","172.20.10.6","TLSv1.2","515","33 dBm","","","Application Data"
"162","20.237932300","202.89.233.101","172.20.10.6","TCP","1506","33 dBm","","","443  >  56348 [ACK] Seq=11098 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"163","20.237932300","202.89.233.101","172.20.10.6","TCP","1506","33 dBm","","","443  >  56348 [ACK] Seq=12498 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"164","20.237932300","202.89.233.101","172.20.10.6","TLSv1.2","1431","33 dBm","","","Application Data"
"168","20.240182900","202.89.233.101","172.20.10.6","TCP","1506","33 dBm","","","443  >  56348 [ACK] Seq=15223 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"169","20.240182900","202.89.233.101","172.20.10.6","TCP","1506","33 dBm","","","443  >  56348 [ACK] Seq=16623 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"170","20.240182900","202.89.233.101","172.20.10.6","TLSv1.2","1431","33 dBm","","","Application Data"
"171","20.240182900","202.89.233.101","172.20.10.6","TCP","1506","33 dBm","","","443  >  56348 [ACK] Seq=19348 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"173","20.241818500","202.89.233.101","172.20.10.6","TCP","1506","33 dBm","","","443  >  56348 [ACK] Seq=20748 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"174","20.241818500","202.89.233.101","172.20.10.6","TLSv1.2","1431","33 dBm","","","Application Data"
"175","20.241818500","202.89.233.101","172.20.10.6","TCP","1506","33 dBm","","","443  >  56348 [ACK] Seq=23473 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"176","20.241818500","202.89.233.101","172.20.10.6","TCP","1506","33 dBm","","","443  >  56348 [ACK] Seq=24873 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"178","20.243236100","202.89.233.101","172.20.10.6","TLSv1.2","1431","33 dBm","","","Application Data"
"179","20.243236100","202.89.233.101","172.20.10.6","TCP","1506","33 dBm","","","443  >  56348 [ACK] Seq=27598 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"180","20.243236100","202.89.233.101","172.20.10.6","TCP","1506","33 dBm","","","443  >  56348 [ACK] Seq=28998 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"181","20.243236100","202.89.233.101","172.20.10.6","TLSv1.2","1431","33 dBm","","","Application Data"
"182","20.243236100","202.89.233.101","172.20.10.6","TCP","1506","33 dBm","","","443  >  56348 [ACK] Seq=31723 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"184","20.245030000","202.89.233.101","172.20.10.6","TCP","1506","33 dBm","","","443  >  56348 [ACK] Seq=33123 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"185","20.245030000","202.89.233.101","172.20.10.6","TLSv1.2","1431","33 dBm","","","Application Data"
"188","20.283011800","202.89.233.101","172.20.10.6","TCP","1506","31 dBm","","","443  >  56348 [ACK] Seq=35848 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"190","20.285897500","202.89.233.101","172.20.10.6","TCP","1506","31 dBm","","","443  >  56348 [ACK] Seq=37248 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"192","20.287113400","202.89.233.101","172.20.10.6","TLSv1.2","1506","31 dBm","","","Application Data [TCP segment of a reassembled PDU]"
"193","20.287113400","202.89.233.101","172.20.10.6","TCP","1506","31 dBm","","","443  >  56348 [ACK] Seq=40048 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"194","20.287113400","202.89.233.101","172.20.10.6","TCP","1506","31 dBm","","","443  >  56348 [ACK] Seq=41448 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"196","20.289283800","202.89.233.101","172.20.10.6","TLSv1.2","1506","31 dBm","","","Application Data [TCP segment of a reassembled PDU]"
"197","20.289283800","202.89.233.101","172.20.10.6","TCP","1506","31 dBm","","","443  >  56348 [ACK] Seq=44248 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"199","20.292955200","202.89.233.101","172.20.10.6","TCP","1506","31 dBm","","","443  >  56348 [ACK] Seq=45648 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"200","20.292955200","202.89.233.101","172.20.10.6","TLSv1.2","1506","31 dBm","","","Application Data [TCP segment of a reassembled PDU]"
"201","20.292955200","202.89.233.101","172.20.10.6","TCP","1506","31 dBm","","","443  >  56348 [ACK] Seq=48448 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"202","20.292955200","202.89.233.101","172.20.10.6","TCP","1506","31 dBm","","","443  >  56348 [ACK] Seq=49848 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"204","20.295070100","202.89.233.101","172.20.10.6","TLSv1.2","1506","31 dBm","","","Application Data [TCP segment of a reassembled PDU]"
"205","20.295070100","202.89.233.101","172.20.10.6","TCP","1506","31 dBm","","","443  >  56348 [ACK] Seq=52648 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"206","20.295070100","202.89.233.101","172.20.10.6","TCP","1506","31 dBm","","","443  >  56348 [ACK] Seq=54048 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"208","20.295358100","202.89.233.101","172.20.10.6","TLSv1.2","1506","31 dBm","","","Application Data [TCP segment of a reassembled PDU]"
"209","20.295358100","202.89.233.101","172.20.10.6","TCP","1506","31 dBm","","","443  >  56348 [ACK] Seq=56848 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"211","20.297595700","202.89.233.101","172.20.10.6","TCP","1506","31 dBm","","","443  >  56348 [ACK] Seq=58248 Ack=1307 Win=523520 Len=1400 [TCP segment of a reassembled PDU]"
"212","20.297595700","202.89.233.101","172.20.10.6","TLSv1.2","983","31 dBm","","","Application Data"
"213","20.297595700","112.80.248.75","172.20.10.6","ICMP","126","31 dBm","","","Echo (ping) reply    id=0x0001, seq=479/57089, ttl=53 (request in 187)"
"216","20.593156600","52.108.40.1","172.20.10.6","TCP","106","35 dBm","","","443  >  50561 [ACK] Seq=1 Ack=184 Win=2047 Len=0"
"217","20.599082100","52.108.40.1","172.20.10.6","TLSv1.2","152","35 dBm","","","Application Data"
"218","20.601499800","52.108.40.1","172.20.10.6","TCP","1506","35 dBm","","","443  >  50561 [ACK] Seq=47 Ack=184 Win=2047 Len=1400 [TCP segment of a reassembled PDU]"
"220","20.603640300","52.108.40.1","172.20.10.6","TLSv1.2","232","35 dBm","","","Application Data"
"221","20.603640300","52.108.40.1","172.20.10.6","TLSv1.2","144","35 dBm","","","Application Data"
"223","20.831642600","52.108.40.1","172.20.10.6","TCP","118","35 dBm","","","[TCP Dup ACK 216#1] 443  >  50561 [ACK] Seq=1611 Ack=184 Win=2047 Len=0 SLE=2 SRE=184"
"224","20.857149400","52.108.40.1","172.20.10.6","TCP","1506","35 dBm","","","[TCP Spurious Retransmission] 443  >  50561 [PSH, ACK] Seq=211 Ack=184 Win=2047 Len=1400[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"227","21.322179000","112.80.248.75","172.20.10.6","ICMP","126","35 dBm","","","Echo (ping) reply    id=0x0001, seq=480/57345, ttl=53 (request in 226)"
"230","22.330738100","52.114.15.123","172.20.10.6","TLSv1.2","152","31 dBm","","","Application Data"
"231","22.352989100","112.80.248.75","172.20.10.6","ICMP","126","31 dBm","","","Echo (ping) reply    id=0x0001, seq=481/57601, ttl=53 (request in 229)"
"234","23.346324200","112.80.248.75","172.20.10.6","ICMP","126","32 dBm","","","Echo (ping) reply    id=0x0001, seq=482/57857, ttl=53 (request in 233)"
"236","24.362703200","112.80.248.75","172.20.10.6","ICMP","126","33 dBm","","","Echo (ping) reply    id=0x0001, seq=483/58113, ttl=53 (request in 235)"
"238","25.394662800","112.80.248.75","172.20.10.6","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=484/58369, ttl=53 (request in 237)"
"240","26.402596200","112.80.248.75","172.20.10.6","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=485/58625, ttl=53 (request in 239)"
"242","26.886586500","52.113.195.132","172.20.10.6","TCP","118","27 dBm","","","443  >  56341 [ACK] Seq=1 Ack=2 Win=1027 Len=0 SLE=1 SRE=2"
"244","27.410667600","112.80.248.75","172.20.10.6","ICMP","126","32 dBm","","","Echo (ping) reply    id=0x0001, seq=486/58881, ttl=53 (request in 243)"
"247","28.107729200","52.114.77.34","172.20.10.6","TCP","118","29 dBm","","","443  >  56343 [ACK] Seq=1 Ack=2 Win=2048 Len=0 SLE=1 SRE=2"
"248","28.168250700","52.114.77.34","172.20.10.6","TCP","118","30 dBm","","","443  >  56342 [ACK] Seq=1 Ack=2 Win=2050 Len=0 SLE=1 SRE=2"
"250","28.425678500","112.80.248.75","172.20.10.6","ICMP","126","32 dBm","","","Echo (ping) reply    id=0x0001, seq=487/59137, ttl=53 (request in 249)"
"252","29.438658100","112.80.248.75","172.20.10.6","ICMP","126","33 dBm","","","Echo (ping) reply    id=0x0001, seq=488/59393, ttl=53 (request in 251)"
"254","30.450835000","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=489/59649, ttl=53 (request in 253)"
"256","31.475462300","112.80.248.75","172.20.10.6","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=490/59905, ttl=53 (request in 255)"
"258","32.495208200","112.80.248.75","172.20.10.6","ICMP","126","34 dBm","","","Echo (ping) reply    id=0x0001, seq=491/60161, ttl=53 (request in 257)"
"260","33.526862200","112.80.248.75","172.20.10.6","ICMP","126","33 dBm","","","Echo (ping) reply    id=0x0001, seq=492/60417, ttl=53 (request in 259)"
"262","34.542257400","112.80.248.75","172.20.10.6","ICMP","126","32 dBm","","","Echo (ping) reply    id=0x0001, seq=493/60673, ttl=53 (request in 261)"
"264","35.561950300","112.80.248.75","172.20.10.6","ICMP","126","37 dBm","","","Echo (ping) reply    id=0x0001, seq=494/60929, ttl=53 (request in 263)"
"265","35.578571900","52.108.40.1","172.20.10.6","TCP","106","37 dBm","","","443  >  56311 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"267","36.585316100","112.80.248.75","172.20.10.6","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=495/61185, ttl=53 (request in 266)"
"269","37.602839400","112.80.248.75","172.20.10.6","ICMP","126","42 dBm","","","Echo (ping) reply    id=0x0001, seq=496/61441, ttl=53 (request in 268)"
"271","38.627005500","112.80.248.75","172.20.10.6","ICMP","126","38 dBm","","","Echo (ping) reply    id=0x0001, seq=497/61697, ttl=53 (request in 270)"
"273","39.600920500","112.80.248.75","172.20.10.6","ICMP","126","43 dBm","","","Echo (ping) reply    id=0x0001, seq=498/61953, ttl=53 (request in 272)"
"275","40.708851000","112.80.248.75","172.20.10.6","ICMP","126","43 dBm","","","Echo (ping) reply    id=0x0001, seq=499/62209, ttl=53 (request in 274)"
"277","41.630701700","112.80.248.75","172.20.10.6","ICMP","126","38 dBm","","","Echo (ping) reply    id=0x0001, seq=500/62465, ttl=53 (request in 276)"
"279","42.656291200","112.80.248.75","172.20.10.6","ICMP","126","42 dBm","","","Echo (ping) reply    id=0x0001, seq=501/62721, ttl=53 (request in 278)"
"281","43.673373600","112.80.248.75","172.20.10.6","ICMP","126","41 dBm","","","Echo (ping) reply    id=0x0001, seq=502/62977, ttl=53 (request in 280)"
"284","44.088158000","172.20.10.1","172.20.10.6","DNS","279","45 dBm","","","Standard query response 0xf984 A presence.teams.microsoft.com CNAME presence.services.sfb.trafficmanager.net CNAME a-ups-presence2-prod-azsc.australiaeast.cloudapp.azure.com A 52.114.16.139"
"286","44.257761200","52.114.16.139","172.20.10.6","TCP","118","44 dBm","","","443  >  56349 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM=1"
"289","44.305701300","52.114.77.34","172.20.10.6","TCP","106","43 dBm","","","443  >  56343 [RST, ACK] Seq=1 Ack=3 Win=0 Len=0"
"290","44.453336200","52.114.16.139","172.20.10.6","TCP","1506","41 dBm","","","443  >  56349 [ACK] Seq=1 Ack=518 Win=524288 Len=1400 [TCP segment of a reassembled PDU]"
"291","44.455494400","52.114.16.139","172.20.10.6","TCP","1506","41 dBm","","","443  >  56349 [ACK] Seq=1401 Ack=518 Win=524288 Len=1400 [TCP segment of a reassembled PDU]"
"292","44.455494400","52.114.16.139","172.20.10.6","TCP","1506","41 dBm","","","443  >  56349 [ACK] Seq=2801 Ack=518 Win=524288 Len=1400 [TCP segment of a reassembled PDU]"
"294","44.457344800","52.114.16.139","172.20.10.6","TCP","1506","42 dBm","","","443  >  56349 [ACK] Seq=4201 Ack=518 Win=524288 Len=1400 [TCP segment of a reassembled PDU]"
"295","44.457344800","52.114.16.139","172.20.10.6","TLSv1.2","366","42 dBm","","","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"302","44.655541900","52.114.16.139","172.20.10.6","TCP","106","43 dBm","","","443  >  56349 [ACK] Seq=5861 Ack=775 Win=524032 Len=0"
"303","44.655541900","52.114.16.139","172.20.10.6","TCP","106","43 dBm","","","443  >  56349 [ACK] Seq=5861 Ack=2907 Win=524800 Len=0"
"304","44.657960100","52.114.16.139","172.20.10.6","TLSv1.2","157","43 dBm","","","Change Cipher Spec, Encrypted Handshake Message"
"305","44.657960100","52.114.16.139","172.20.10.6","TLSv1.2","175","43 dBm","","","Application Data"
"306","44.657960100","52.114.16.139","172.20.10.6","TLSv1.2","186","43 dBm","","","Application Data, Application Data"
"309","44.673262600","52.114.16.139","172.20.10.6","TLSv1.2","303","43 dBm","","","Application Data"
"310","44.675768300","112.80.248.75","172.20.10.6","ICMP","126","43 dBm","","","Echo (ping) reply    id=0x0001, seq=503/63233, ttl=53 (request in 301)"
"312","44.874846900","52.114.16.139","172.20.10.6","TCP","106","43 dBm","","","443  >  56349 [ACK] Seq=6258 Ack=3052 Win=524800 Len=0"
"314","45.699937100","112.80.248.75","172.20.10.6","ICMP","126","43 dBm","","","Echo (ping) reply    id=0x0001, seq=504/63489, ttl=53 (request in 313)"
"316","46.714444600","112.80.248.75","172.20.10.6","ICMP","126","45 dBm","","","Echo (ping) reply    id=0x0001, seq=505/63745, ttl=53 (request in 315)"
"318","47.733340800","112.80.248.75","172.20.10.6","ICMP","126","45 dBm","","","Echo (ping) reply    id=0x0001, seq=506/64001, ttl=53 (request in 317)"
"320","48.739776900","112.80.248.75","172.20.10.6","ICMP","126","44 dBm","","","Echo (ping) reply    id=0x0001, seq=507/64257, ttl=53 (request in 319)"
