movie_id,predicted_revenue
2163,54197998.11111111
2176,32123569.877777778
2185,45983667.88888889
2196,22709863.622222222
2207,58161742.733333334
2251,78951445.78888889
2252,64364684.733333334
2253,70902031.34444444
2268,75441129.55555555
2270,124656459.45555556
2275,82638699.97777778
2277,157131107.67777777
2280,50519942.6
2288,28982456.97777778
2289,68971990.12222221
2294,43241952.06666667
2300,80451778.57777777
2309,77461156.83333333
2310,80306850.28888889
2320,75801097.63333334
2355,40537078.0
2395,72126931.35555555
2428,30555344.344444446
2453,36484936.46666667
2454,79153811.3
2486,192387231.33333334
2501,94386662.3
2502,72219516.45555556
2503,69794908.83333333
2539,61335216.11111111
2567,84098907.27777778
2575,26118231.733333334
2621,29831739.544444446
2636,39544750.01111111
2637,122670036.08888888
2639,7657426.966666667
2642,60242204.733333334
2649,29601459.02222222
2655,169520343.41111112
2666,21864793.8
2669,25954730.911111113
2675,66107998.833333336
2687,60891609.93333333
2698,71801450.03333333
2749,88275492.41111112
2755,49845985.844444446
2756,274229509.82222223
2757,28150800.17777778
2770,68614910.78888889
2787,34999439.51111111
2789,131001124.56666666
2832,23041153.733333334
2898,73431599.02222222
2900,58854129.677777775
2907,50590541.744444445
2925,57305627.98888889
2959,46782356.666666664
2976,65893159.55555555
2977,52608366.677777775
2989,30731711.633333333
3021,49369674.9
3050,90172514.25555556
3093,56314559.744444445
3131,50502386.822222225
3132,178310803.52222222
3172,86341515.63333334
3489,29115995.111111112
3509,37634016.322222225
3512,51361258.233333334
3536,89215408.68888889
3580,38120421.97777778
3594,39639228.277777776
3595,121815051.08888888
3597,45266251.45555556
3600,69503388.71111111
3604,26024456.922222223
3638,50875011.28888889
3683,145130859.85555556
3902,32007130.81111111
3933,55597711.244444445
3981,85777584.9
3989,64459762.92222222
4105,126499137.36666666
4108,22845355.233333334
4133,36736785.21111111
4147,122917068.13333334
4148,210560596.5111111
4232,38187837.2
4233,107722845.37777779
4234,47470387.02222222
4244,81886969.16666667
4248,30982900.31111111
4256,44418375.61111111
4257,30024511.855555557
4258,16398436.066666666
4327,60507651.833333336
4347,60138417.11111111
4348,72533060.42222223
4349,73364541.83333333
4379,28572291.377777778
4380,46969833.62222222
4421,34854789.07777778
4442,76074593.36666666
4464,78557640.18888889
4476,51593643.51111111
4477,60283024.01111111
4512,68196770.43333334
4513,61006759.14444444
4515,37736600.744444445
4517,69201563.87777779
4518,34807770.81111111
4523,74192147.76666667
4547,62926094.05555555
4551,64395003.02222222
4566,65168654.755555555
4584,123544175.76666667
4597,25414173.422222223
4599,161073949.25555557
4614,121712444.7
4638,122840037.37777779
4723,132448582.36666666
4806,138774253.7111111
4824,137515412.1111111
4858,58538375.45555556
4912,34290427.78888889
4922,182179075.4
4935,76626618.92222223
4942,72028704.31111111
4944,26365241.833333332
4958,112324476.74444444
4959,63872709.5
4964,64740541.98888889
4967,161021812.33333334
4970,66728866.37777778
4982,83535261.03333333
5038,11438727.311111111
5123,63585736.255555555
5125,57355229.6
5137,89750410.2
5174,51558763.37777778
5175,52319136.5
5176,89780283.84444444
5255,64771249.255555555
5279,32803876.388888888
5393,49188314.01111111
5491,63289739.14444444
5503,90623995.12222221
5550,22268665.6
5551,118982319.52222222
5559,66992767.52222222
5820,95040324.97777778
5852,65521378.91111111
5902,42769727.233333334
5915,29850329.21111111
5955,48001283.88888889
5966,35426630.92222222
6023,36517599.222222224
6038,122369801.62222221
6068,94922818.02222222
6073,109414854.17777778
6114,107080657.6
6116,25101065.777777776
6171,154630881.52222222
6278,77790651.58888888
6282,133164595.78888889
6415,67775463.35555555
6435,68938031.25555556
6439,29099743.944444444
6466,37499105.233333334
6477,99661443.46666667
6479,90340768.56666666
6488,160140321.03333333
6519,59864844.11111111
6520,48129517.51111111
6538,75422030.81111111
6557,49085146.06666667
6575,41092686.833333336
6639,35267135.322222225
6795,68576912.68888889
6877,62993023.655555554
6947,66779828.36666667
6950,73538685.37777779
6957,66180020.55555555
6963,39251703.52222222
6964,80195538.06666666
6972,98172421.73333333
6973,50447217.58888889
6977,48885102.9
6978,140413895.08888888
7191,59064320.13333333
7214,65585415.63333333
7220,54696812.52222222
7278,39385449.233333334
7288,21812292.48888889
7299,23954187.866666667
7303,71994390.63333334
7304,58992548.277777776
7305,209073494.32222223
7341,39488566.96666667
7345,37097870.14444444
7350,34680040.155555554
7364,97177457.25555556
7443,47230689.91111111
7445,79549634.75555556
7446,81974725.03333333
7450,129039630.8
7451,125555807.75555556
7453,101680259.03333333
7459,134726123.68888888
7461,54199736.4
7484,72517816.95555556
7485,120851304.26666667
7516,67545445.42222223
7518,61598767.11111111
7552,62705236.88888889
7737,53332404.81111111
7979,72177920.9
7980,73334599.9
8007,104780394.83333333
8011,25904764.044444446
8012,26739837.78888889
8046,58563509.48888889
8051,31167931.422222223
8054,79270232.8888889
8055,73813377.55555555
8065,43316823.655555554
8077,127363952.93333334
8078,121946969.35555555
8080,56498573.45555556
8090,49246939.53333333
8095,106343186.12222221
8195,102269841.31111111
8197,71626769.05555555
8198,43959518.2
8202,74486939.01111111
8204,73987387.86666666
8224,54575979.222222224
8247,76123488.94444445
8271,63875402.14444444
8273,80685185.95555556
8285,69040613.92222223
8292,54654414.38888889
8328,45251050.166666664
8338,95201089.04444444
8355,74954183.75555556
8358,135965512.04444444
8363,31936107.51111111
8367,115683660.87777779
8373,189403833.58888888
8408,38347016.71111111
8409,38465618.44444445
8413,67925740.2
8427,59908773.41111111
8452,88832482.63333334
8456,41159799.03333333
8467,24424266.377777778
8470,72618029.24444444
8487,61547398.21111111
8488,57350215.64444444
8489,43216666.81111111
8536,100486138.93333334
8584,108481917.1
8587,44853360.92222222
8592,57044802.43333333
8619,271519587.24444443
8643,111271280.4
8645,171934275.46666667
8656,127283246.96666667
8665,114848184.87777779
8676,86142170.12222221
8681,37235760.52222222
8688,93689891.27777778
8698,129221024.77777778
8699,19089059.555555556
8741,92051332.57777777
8780,41791759.08888889
8814,69111914.23333333
8818,46346293.58888889
8831,46465397.222222224
8834,65902826.222222224
8835,18592961.02222222
8836,103181289.64444445
8839,105658947.1
8840,70651599.85555555
8842,47073153.677777775
8843,35339997.92222222
8848,39042977.5
8849,72920747.26666667
8850,73568078.2
8870,59831871.46666667
8871,87307077.22222222
8872,37864297.11111111
8874,34175327.85555556
8909,84111786.73333333
8914,53779524.38888889
8916,101439848.92222223
8920,87170870.0
8944,48700562.07777778
8960,74236847.86666666
8961,153288532.66666666
8963,287823523.5888889
8966,67453471.73333333
8967,36338396.07777778
8968,58103830.8
8970,65318393.8
8976,72861547.2
8978,24678392.51111111
8984,86995013.3888889
8988,75861853.4
8999,29511733.411111113
9007,61676946.733333334
9008,80617201.64444445
9009,50182515.78888889
9013,122108319.52222222
9016,69844510.94444445
9021,72713620.83333333
9023,69274497.43333334
9032,27750487.088888887
9036,50073826.13333333
9042,41008461.98888889
9053,20908916.066666666
9067,27817444.088888887
9072,75592309.26666667
9075,61381885.222222224
9087,57291936.95555556
9093,86773121.32222222
9095,65553011.56666667
9208,71105266.26666667
9257,70825755.86666666
9266,73570442.54444444
9268,76211538.98888889
9271,55853575.244444445
9273,38711396.03333333
9279,76710838.1
9280,39657769.722222224
9285,25336557.366666667
9286,39686039.05555555
9290,17922014.31111111
9291,80117537.46666667
9292,64678752.166666664
9294,107734305.53333333
9297,120937615.65555556
9306,38409153.21111111
9310,52753269.177777775
9312,19639727.611111112
9315,60312377.53333333
9327,64110733.255555555
9331,113957918.14444445
9334,93886551.48888889
9335,43871103.777777776
9339,60296471.333333336
9341,155944555.1111111
9342,125043260.75555556
9348,40627563.58888889
9350,62396244.12222222
9352,27984962.5
9353,59871609.04444444
9358,39443755.744444445
9360,38403410.91111111
9361,29770487.466666665
9366,51190825.777777776
9374,75503198.35555555
9381,79623266.23333333
9383,58109691.68888889
9384,66830060.52222222
9387,124221712.55555555
9389,16403558.477777777
9390,61843139.38888889
9398,43289187.61111111
9408,73493901.47777778
9414,24590230.377777778
9422,96032006.08888888
9425,89545365.8
9428,59626086.85555556
9429,44631843.41111111
9437,65666106.62222222
9444,77843782.67777778
9447,54324499.87777778
9452,51312242.46666667
9454,113867349.42222223
9457,48185439.722222224
9469,51163652.96666667
9470,23044814.966666665
9471,63920350.1
9472,35515988.38888889
9476,50104802.0
9481,69400018.86666666
9486,66916151.21111111
9487,75371247.1111111
9488,32818720.266666666
9489,138686018.7888889
9495,23153019.277777776
9502,69808216.33333333
9509,85611967.84444444
9531,146547186.56666666
9532,43984360.31111111
9533,151235236.2888889
9535,74025167.4
9541,35412591.266666666
9543,175202232.58888888
9544,34215573.93333333
9548,66206936.3
9549,80292574.35555555
9562,80943725.1111111
9563,82947101.8888889
9566,71354101.04444444
9567,54663964.0
9570,31918310.355555557
9573,46131585.96666667
9574,63415590.78888889
9582,25231770.8
9593,104849690.1
9594,18721140.044444446
9598,40971870.45555556
9600,50316416.61111111
9607,55079522.5
9610,18713848.255555555
9615,69693428.32222222
9616,52953676.92222222
9618,62126753.01111111
9619,88724742.33333333
9620,204140614.37777779
9621,101019515.37777779
9624,44730887.222222224
9626,20040881.844444446
9631,65476809.53333333
9637,64956903.81111111
9641,75074986.25555556
9645,53747216.85555556
9654,73282946.78888889
9655,37505270.07777778
9664,54256478.54444444
9665,66458083.8
9667,25193980.877777778
9675,44359340.9
9676,54752067.78888889
9679,166207034.7111111
9682,50282214.68888889
9691,87062515.65555556
9693,71936513.31111111
9697,63722644.333333336
9701,88835154.78888889
9703,60390051.37777778
9705,50941385.05555555
9718,67826024.48888889
9726,60379144.52222222
9737,216113994.31111112
9741,68306176.91111112
9746,66792867.222222224
9754,32624910.055555556
9759,38976834.233333334
9760,48809091.36666667
9763,61914451.96666667
9766,50686213.1
9767,84980234.05555555
9770,53806238.42222222
9772,66858248.63333333
9778,28315898.244444445
9779,65017998.333333336
9787,29604177.9
9792,108304589.14444445
9798,138206706.53333333
9799,54111078.54444444
9801,85115044.63333334
9802,267474395.53333333
9804,129459081.53333333
9806,79718282.07777777
9823,31676746.277777776
9824,200165818.13333333
9825,40359754.35555556
9826,52162516.97777778
9829,45541924.87777778
9833,79378138.75555556
9836,69789225.74444444
9837,103292966.21111111
9842,13078963.166666666
9849,59757372.51111111
9869,84423997.03333333
9870,58209127.244444445
9879,42466919.166666664
9880,35960743.01111111
9882,91892739.03333333
9884,72546092.32222222
9889,68284013.18888889
9890,66855841.833333336
9894,27322372.833333332
9895,63409871.01111111
9896,66415570.18888889
9899,53512676.822222225
9903,28828581.911111113
9906,65089253.94444445
9907,67991237.82222222
9913,47468400.1
9919,70297885.05555555
9920,46963074.95555556
9922,76425779.15555556
9923,65566834.48888889
9928,58542132.12222222
9932,67066607.94444445
9944,71508521.9
9946,152851853.84444445
9947,125691373.44444445
9954,39844670.777777776
9963,19103158.944444444
9975,76890940.06666666
9978,34608026.98888889
9981,55057422.12222222
9982,68654454.84444444
9986,74212484.24444444
9988,17552619.133333333
9989,45273505.98888889
9992,68561506.44444445
10003,101449986.92222223
10012,41944358.61111111
10013,18965122.088888887
10016,58114233.94444445
10017,50302346.42222222
10022,70605469.22222222
10024,32132035.21111111
10025,29000808.355555557
10027,43349673.2
10028,52799977.3
10030,36421488.2
10047,60880396.6
10048,69214898.36666666
10052,64732526.277777776
10054,31700910.32222222
10060,63827150.677777775
10061,79734885.34444444
10065,36751716.1
10066,65430757.57777778
10067,77358760.68888889
10068,26705878.82222222
10069,46669607.155555554
10073,27222798.644444443
10077,75019060.98888889
10096,37209885.822222225
10137,58481706.38888889
10138,177907562.0
10139,72795326.57777777
10140,76233175.71111111
10147,31852054.8
10152,39578213.233333334
10153,140146862.91111112
10159,107318856.36666666
10184,34773723.94444445
10187,107294651.27777778
10188,31183978.833333332
10189,39246238.31111111
10191,82948742.2
10192,74829481.2
10193,83647489.73333333
10195,73053862.24444444
10196,88420109.24444444
10197,67423911.16666667
10198,77944210.37777779
10199,73807922.32222222
10200,131450909.25555556
10201,70419052.42222223
10202,66229132.4
10204,126299716.02222222
10207,27507377.666666668
10208,28423094.28888889
10253,58361837.322222225
10307,39614453.233333334
10312,70452425.48888889
10313,53717494.655555554
10315,133754049.37777779
10316,17455118.655555554
10317,41397061.155555554
10320,52401163.63333333
10327,26188917.555555556
10329,144429781.76666668
10330,28648812.722222224
10333,34121183.05555555
10336,43620669.733333334
10358,33094887.766666666
10364,84177820.34444444
10366,31403869.877777778
10375,57144356.344444446
10384,59556313.88888889
10385,21791929.411111113
10386,70421504.1111111
10397,122267793.84444444
10398,74710266.07777777
10400,56720843.46666667
10402,38624787.333333336
10428,19996156.7
10431,24815951.366666667
10436,27475448.78888889
10439,34889506.68888889
10448,40735783.14444444
10461,58083976.63333333
10477,55272908.43333333
10478,78494206.03333333
10481,67539318.02222222
10483,61761066.56666667
10488,36019218.28888889
10501,67123051.82222222
10521,42647875.88888889
10523,37873549.48888889
10527,68778386.06666666
10528,99011763.83333333
10530,66131629.766666666
10533,36240979.2
10534,30279879.355555557
10537,25129234.144444443
10545,60001036.744444445
10550,54126333.222222224
10555,63475691.37777778
10559,45541218.733333334
10560,86308825.46666667
10567,69425546.1
10571,8540365.8
10577,43390022.233333334
10586,51019475.11111111
10589,64631953.55555555
10590,70827186.66666667
10591,19592194.6
10592,34914928.01111111
10623,42756656.48888889
10625,47214507.8
10629,111110719.28888889
10632,47736908.766666666
10637,128453179.01111111
10647,82374437.76666667
10658,61057069.78888889
10661,76209572.42222223
10663,39880456.41111111
10673,94791789.03333333
10674,68583468.46666667
10678,75052875.75555556
10681,91209046.67777778
10684,76151365.56666666
10708,109431475.54444444
10715,64053825.94444445
10718,39360390.744444445
10719,40096092.04444444
10724,96215888.97777778
10731,78724375.34444444
10733,139763585.95555556
10756,65715556.244444445
10760,24318463.366666667
10761,36248791.64444444
10762,55837231.777777776
10764,71209179.18888889
10776,30453347.52222222
10782,37866823.02222222
10796,49669358.14444444
10802,32841647.2
10808,86367181.76666667
10858,40849902.277777776
10861,22607057.277777776
10865,84311760.76666667
10866,23437822.066666666
10871,90810398.06666666
10877,62659802.244444445
10878,15212711.977777777
10895,28726828.877777778
10923,25217187.32222222
10935,50061559.8
10950,31215299.355555557
10956,18696950.28888889
10982,32887048.48888889
10992,77832995.84444444
10996,65621997.655555554
11001,57203078.98888889
11007,61143612.37777778
11015,80451892.66666667
11026,56981916.98888889
11036,40708661.46666667
11058,38951267.755555555
11066,62983611.86666667
11086,38688822.81111111
11090,15295100.677777778
11091,43319290.57777778
11093,48635952.333333336
11096,57001913.58888889
11113,72223319.98888889
11128,90835554.84444444
11130,31150671.444444444
11141,24998688.066666666
11165,151081609.94444445
11170,86204698.57777777
11172,27215096.277777776
11208,30514140.144444443
11212,72922561.12222221
11228,115352652.73333333
11237,44464532.05555555
11247,40863756.44444445
11249,20195331.733333334
11253,185188570.2
11258,76186679.05555555
11260,173263729.7
11283,49908263.46666667
11287,61020712.7
11306,34942043.53333333
11313,23291443.377777778
11321,65921633.31111111
11322,73798279.46666667
11323,53130973.777777776
11324,99544583.21111111
11351,35726320.833333336
11358,58617802.47777778
11362,73958861.91111112
11370,27771876.422222223
11371,133953841.07777777
11375,59903327.0
11377,55287713.92222222
11395,28074597.611111112
11398,48015920.755555555
11400,34811526.68888889
11411,22488313.51111111
11412,56203579.98888889
11431,31782028.722222224
11439,53873058.05555555
11451,54133161.91111111
11453,26126084.222222224
11456,78420766.9
11459,46088404.11111111
11460,42561822.86666667
11468,18752279.01111111
11516,37682109.5
11517,61939237.833333336
11519,69983453.81111111
11529,84465998.22222222
11543,31304917.9
11544,66853987.62222222
11551,135376185.05555555
11560,57592470.93333333
11565,46793100.93333333
11615,61633516.53333333
11618,57830980.333333336
11619,66732119.822222225
11622,34104832.37777778
11631,85662907.44444445
11632,33675863.88888889
11635,38625936.92222222
11637,37098017.85555556
11638,32504202.155555554
11644,14759873.866666667
11648,57943423.35555556
11661,32921276.733333334
11665,73223786.13333334
11667,78346260.45555556
11678,113424924.03333333
11679,77535013.6
11683,50198885.35555556
11688,64912905.06666667
11692,53314089.6
11699,36076078.53333333
11702,25852616.666666668
11775,76128732.76666667
11780,81015405.22222222
11802,43902361.2
11812,32239824.422222223
11823,62651020.02222222
11831,273833571.75555557
11835,67414337.52222222
11836,49846108.677777775
11858,160962987.65555555
11863,69451471.6111111
11866,123060043.96666667
11876,34490235.21111111
11892,55919254.08888889
11918,28330235.577777777
11932,45003626.61111111
11968,47909161.2
11969,37150328.4
11973,48190597.277777776
11975,103812378.45555556
11978,71591682.91111112
11979,59084640.45555556
12090,37126405.666666664
12100,40877808.744444445
12103,45657082.97777778
12106,31121248.0
12107,78710832.94444445
12113,86615366.1
12123,115629327.46666667
12133,74134733.87777779
12138,118448452.46666667
12142,45908976.177777775
12150,14396896.322222222
12153,28650495.8
12155,98197736.97777778
12159,59174672.64444444
12160,149140847.41111112
12177,69488710.03333333
12193,49569077.47777778
12201,60391239.2
12220,55471948.266666666
12244,35112989.62222222
12246,48880347.6
12277,42806051.166666664
12279,33176188.044444446
12289,48823333.36666667
12404,28653819.71111111
12412,75422902.48888889
12429,30381329.655555554
12437,31479121.3
12508,73276886.37777779
12589,36917183.6
12610,70054873.4
12618,45460708.7
12620,38747192.98888889
12634,40021769.55555555
12690,19534602.81111111
12704,63753596.5
12763,31151752.7
12771,43242418.9
12819,33546888.555555556
13027,64336482.03333333
13051,88803282.16666667
13053,78081302.32222222
13056,36301617.5
13092,33479503.6
13150,40559115.36666667
13155,45400313.06666667
13183,142685395.44444445
13184,38409373.31111111
13223,72626962.18888889
13279,23317962.466666665
13374,34597957.06666667
13389,70255190.56666666
13405,54667870.233333334
13448,85632963.63333334
13460,23556229.51111111
13475,126440054.7
13476,26246107.155555554
13490,51688536.666666664
13495,142055039.58888888
13496,33997107.57777778
13497,50275752.844444446
13515,30800011.233333334
13523,25511433.955555554
13536,33829219.277777776
13596,40516191.05555555
13600,70096694.34444444
13680,36015349.666666664
13700,77127589.04444444
13788,46783695.97777778
13805,29066145.266666666
13809,39170079.47777778
13811,145863076.56666666
13836,54729865.13333333
13920,28076568.9
13922,61126498.733333334
13948,32584476.866666667
13960,36651384.4
13967,35339412.344444446
13972,18393745.055555556
14113,39839398.166666664
14160,75856724.27777778
14161,104386335.47777778
14175,39557246.52222222
14177,26848894.155555554
14199,66797534.46666667
14292,18812024.588888887
14306,68929421.83333333
14324,32040795.666666668
14325,42281984.777777776
14359,18105744.6
14396,21849215.144444443
14405,24829206.577777777
14411,71854606.15555556
14442,42357137.833333336
14444,39484611.62222222
14462,182838460.56666666
14560,48356606.87777778
14623,69776656.07777777
14635,23199858.355555557
14836,81322772.16666667
14844,26978261.98888889
14846,22542139.6
14869,136766830.96666667
14873,39425677.11111111
15005,49636432.6
15028,57797676.54444444
15070,17949623.733333334
15074,58379371.93333333
15092,36497026.8
15189,44219056.666666664
15198,65215245.56666667
15268,108095601.66666667
15373,45377101.61111111
15487,41330960.85555556
15512,81017336.76666667
15644,42289571.322222225
15655,54976068.5
15673,50025470.3
15927,74564067.47777778
15992,59632194.96666667
16052,16509463.577777777
16072,49509958.37777778
16161,21346234.755555555
16232,43176662.55555555
16281,234218270.87777779
16290,95852693.62222221
16320,173758901.05555555
16340,44573663.88888889
16363,59783987.54444444
16523,85438646.98888889
16538,43461808.51111111
16558,112670576.31111111
